TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.validator.GenericValidator,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,108,0.3,2,94,95,137738,1707325869447,0.9545454545454546,11111010111111111111111111111111111111111111,0.975,11111111101011111111111111111111111111111111111111111111111111111111111111111111,1.0,11111111,0,0,8,3,0.945679012345679,111111111110111111111111110110001111111111101100001111111111111011110111110010101111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111110011111111111111111111111111111111111111111111111111111111111111111111100111111111111111111111111111111111111111111111111111,0.9354838709677419,11111011101110111111111111111111111011111111111111111111111111,1.0,11111111111111111111111111111111,1.0,11111111111111111111111111111111,0.975,11111111010111111111111111111111111111111111111111111111111111111111111111111111
