TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.validator.routines.DomainValidator,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,202,0.3,2,66,293,249604,1707324157647,0.8314606741573034,1100000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111101111110111110111111111101111111111111111000000000000111111111111111111110100011110,0.8414634146341463,01111111111111111111111111111101111110010000000000000011111111111111111111111101111111111111111111111111111111111111101101111111111111101110111111110111011111011111,1.0,111111111111,3,2,9,1,0.8471760797342193,0001111111111111110111111110111111110110110000000000000000000000000111111111101111111111111111111101111111111111111111111111111111111111111111111111111001011111111111111001111111111111111111111111111111111111111111001011111111111111001111111111111111111111111111111111111111111111111101101111111111111,0.8235294117647058,1001101101101101111111111111111111,1.0,1111111111111111,1.0,1111111111111111,0.8414634146341463,11101111111111111011111111111111111101100000000000000011111111110111111111111111111111111111111111111111111111111111100111111111111111101101111111111011101111101111
