TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.validator.routines.AbstractNumberValidator,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,99,0.3,2,46,124,123684,1707326012771,0.9523809523809523,111111111111111101010111111111111111111111111111111111111111111,0.9253731343283582,1111111111101101000111111111111111111111111111111111111111111111111,1.0,1111111,0,0,7,2,0.8342245989304813,1111111111111111111111011110111111111111111111111001000111111111111110010000000000000000000011111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111011,0.9090909090909091,1111010111111111111111,1.0,1111111111,1.0,1111111111,0.9104477611940298,1011111111101100100111111111111111111111111111111111111111111111111
